164,2321665,2,29 mins 54 secs,9.65,0.52,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,2.17
165,6212665,3,19 mins 30 secs,8.09,0.7,0.87,0.43,0.43,0,0.43,0.87,0.43,0.65,0.43,0.65,2.17
166,3320673,2,12 mins 14 secs,8.13,0.52,0.43,0.43,0.43,0.43,0.43,0.65,0.43,1.3,0,0.87,2.17
167,6212665,4,28 mins 52 secs,6,0.35,0.22,0.43,0,0,0,0.87,0,1.3,0.43,0.65,1.74
168,1400669,6,25 mins 46 secs,9.57,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,1.74
169,1404673,1,49 mins 40 secs,4.43,0.52,0.43,0.43,0,0,0,0.65,0,0.43,0,0.22,1.74
170,6212665,5,20 mins 27 secs,9.13,0.87,0.87,0.43,0.43,0,0.43,0.87,0.43,1.3,0.43,0.87,2.17
171,2021672,3,11 mins 7 secs,7.61,0.87,0.87,0.43,0.43,0,0.43,0.87,0.43,0.43,0.43,0.65,1.74
172,1321673,3,27 mins 59 secs,6.24,0.7,0.43,0.43,0.11,0,0.43,0.87,0.43,0.65,0,0,2.17
173,2313065,3,24 mins 11 secs,9.13,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,0.87,0.43,0.87,2.17
174,1406679,2,17 mins 24 secs,3.17,0.35,0,0.43,0,0,0.43,0.43,0,0,0,0.65,0.87
175,6212665,6,22 mins 9 secs,9.57,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0,0.87,2.17
176,2341365,3,13 mins 38 secs,8.74,0.7,0.43,0.43,0,0.43,0.43,0.87,0.43,1.74,0.43,0.65,2.17
177,1321673,4,3 hours 34 mins,7.83,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,0.65,0.43,0.22,1.74
178,2381365,4,20 mins 13 secs,6.61,0.52,0.87,0.43,0.43,0.43,0.43,0.87,0.43,0.65,0,0.65,0.87
179,3306685,2,16 mins 54 secs,5.96,0.52,0.87,0.43,0,0.43,0.43,0.87,0.43,1.3,0,0.65,0
180,2018672,2,17 mins 12 secs,8.09,0.7,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.43,0.87
181,2218682,2,14 mins 22 secs,8.17,0.35,0.87,0.43,0,0.43,0.43,0.87,0.43,1.74,0.43,0,2.17
182,2381365,5,13 mins 11 secs,8.7,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,0.65,0.43,0.65,2.17
183,2300685,1,36 mins 39 secs,2.61,0,0.43,0.43,0,0,0,0.22,0,0.65,0,0.43,0.43
184,2381365,6,14 days 23 hours,7.04,0.52,0.87,0.43,0.43,0,0.43,0.87,0.43,1.09,0.43,0.65,0.87
185,2816679,2,33 mins 11 secs,7.26,0.52,0.87,0.43,0.43,0,0.43,0.65,0.43,0.87,0,0.43,2.17
186,2341865,3,22 mins 21 secs,8.48,0.87,0.87,0.43,0.43,0.43,0.43,0.65,0.43,1.74,0.43,0.43,1.3
187,3222967,1,34 mins 43 secs,5.61,0.17,0,0.43,0.43,0,0.43,0.22,0.43,1.3,0.43,0,1.74
188,2014679,2,17 mins 46 secs,9.39,0.7,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,1.74
189,2382967,3,23 mins 10 secs,9.57,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.43,2.17
190,2200679,2,10 mins 24 secs,7.83,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,0
191,2341665,1,2 hours 23 mins,2.78,0.17,0,0.43,0,0,0.43,0,0,1.3,0,0.43,0
192,1014676,4,20 mins 36 secs,6.43,0.35,0.43,0.43,0,0.43,0,0.87,0,0.87,0,0.87,2.17
193,2110679,3,13 mins 15 secs,9.04,0.35,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,1.74
194,2311673,4,21 mins 47 secs,7.87,0.7,0.87,0.43,0.43,0,0.43,0.87,0.43,1.74,0,0.65,1.3
